track_id,danceability,energy,key_,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,name,artist,album,duration_ms,popularity,explicit,url,track_id,user_id,rating,date
22PY6pmx9y5Wd1KHcK8bK1,0.505,0.711,1,-5.947,1,0.334,0.0374,0.00000533,0.302,0.463,179.093,NULL,4,22PY6pmx9y5Wd1KHcK8bK1,"100% Alle Bleumkes Kepot Garantie",Szeukers,"Joekskapelle & Sjoenkelmeziek",149262,27,1,https://open.spotify.com/track/22PY6pmx9y5Wd1KHcK8bK1,22PY6pmx9y5Wd1KHcK8bK1,1168953320,6,"2024-03-12 20:27:08"
23rjMCV6sHc9MXqHaSymQG,0.403,0.804,9,-6.21,1,0.0637,0.00523,0.0541,0.103,0.448,74.902,NULL,4,23rjMCV6sHc9MXqHaSymQG,"Iedereen Is Van De Wereld","DJ Martiens","Iedereen Is Van De Wereld",166698,14,0,https://open.spotify.com/track/23rjMCV6sHc9MXqHaSymQG,23rjMCV6sHc9MXqHaSymQG,1168953320,4,"2024-03-12 20:27:08"
24mfkJi3mIJ7Eqhl4maNhb,0.391,0.701,1,-6.831,1,0.0462,0.0678,0.000142,0.127,0.12,127.013,NULL,3,24mfkJi3mIJ7Eqhl4maNhb,"Gebroken Spiegels","Sophie Straat","Gebroken Spiegels",802009,34,1,https://open.spotify.com/track/24mfkJi3mIJ7Eqhl4maNhb,24mfkJi3mIJ7Eqhl4maNhb,mixe9z16uy1hig6t9cv5e7eam,10,"2024-03-12 20:27:08"
24t1mpJc8FTPAkYjFdf9NQ,0.141,0.00123,1,-43.851,0,0.0429,0.994,0.942,0.11,0.0843,78.155,NULL,3,24t1mpJc8FTPAkYjFdf9NQ,"Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, "Moonlight": I. Adagio sostenuto","Ludwig van Beethoven","Beethoven: The Complete Piano Sonatas",313480,48,0,https://open.spotify.com/track/24t1mpJc8FTPAkYjFdf9NQ,24t1mpJc8FTPAkYjFdf9NQ,1168953320,6,"2024-03-12 20:27:08"
25jTLospI6eYVZ5TDDQN7V,0.636,0.711,7,-8.283,1,0.106,0.4,0,0.0834,0.395,131.937,NULL,4,25jTLospI6eYVZ5TDDQN7V,"The Feeling","Lost Frequencies","All Stand Together",154386,59,0,https://open.spotify.com/track/25jTLospI6eYVZ5TDDQN7V,25jTLospI6eYVZ5TDDQN7V,1168953320,8,"2024-03-12 20:27:08"
25nzKGDiua1lE9Qo5V19GL,0.579,0.865,6,-4.692,1,0.0302,0.0000563,0.000221,0.649,0.358,104.99,NULL,4,25nzKGDiua1lE9Qo5V19GL,"Young Blood","The Naked And Famous","Passive Me, Aggressive You",246600,70,0,https://open.spotify.com/track/25nzKGDiua1lE9Qo5V19GL,25nzKGDiua1lE9Qo5V19GL,31uqhjwtpiiaay5ripzqwrdjw7ga,7,"2024-03-12 20:27:08"
26lgGpNDO1Dcl7j0AjlE2N,0.322,0.719,0,-6.465,1,0.237,0.198,0.00000107,0.197,0.172,159.933,NULL,4,26lgGpNDO1Dcl7j0AjlE2N,"Treat You Better","Wild Angel","Treat You Better",151500,45,0,https://open.spotify.com/track/26lgGpNDO1Dcl7j0AjlE2N,26lgGpNDO1Dcl7j0AjlE2N,1168953320,3,"2024-03-12 20:27:08"
279LczresTWVkCsdLwgJSZ,0.564,0.585,9,-8.823,0,0.0379,0.202,0.00206,0.118,0.624,161.667,NULL,4,279LczresTWVkCsdLwgJSZ,"Love's a Stranger",Warhaus,Warhaus,206685,58,0,https://open.spotify.com/track/279LczresTWVkCsdLwgJSZ,279LczresTWVkCsdLwgJSZ,martijnvdw11,10,"2024-03-12 20:27:08"
27ky6JSx6CHn1cLqxLOhyh,0.742,0.928,2,-6.317,0,0.0356,0.00592,0.898,0.102,0.156,130.009,NULL,4,27ky6JSx6CHn1cLqxLOhyh,Meticulous,comforter2,"Tell Me Something Happy (Before I Fall Asleep)",233069,15,0,https://open.spotify.com/track/27ky6JSx6CHn1cLqxLOhyh,27ky6JSx6CHn1cLqxLOhyh,mixe9z16uy1hig6t9cv5e7eam,9,"2024-03-12 20:27:08"
28wARFXXsTUWhOePUw2aCB,0.657,0.634,0,-7.138,1,0.0395,0.0398,0.0000128,0.104,0.675,81.075,NULL,4,28wARFXXsTUWhOePUw2aCB,"Rock Steady","No Doubt","Rock Steady (Expanded Edition)",322146,37,0,https://open.spotify.com/track/28wARFXXsTUWhOePUw2aCB,28wARFXXsTUWhOePUw2aCB,1166187914,7,"2024-03-12 22:00:53"
28XMNc5If5BmJWYDU42gkw,0.499,0.351,9,-11.509,0,0.0448,0.951,0.0000994,0.118,0.616,90.664,NULL,4,28XMNc5If5BmJWYDU42gkw,"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)","Johann Sebastian Bach","J.S. Bach: Violin Concertos Nos. 1 & 2; Partita No. 2",235946,58,0,https://open.spotify.com/track/28XMNc5If5BmJWYDU42gkw,28XMNc5If5BmJWYDU42gkw,1168953320,1,"2024-03-12 20:27:08"
28Ymf40EoJ6776juQZNPoY,0.553,0.699,10,-7.73,1,0.0458,0.135,0,0.11,0.302,115.011,NULL,4,28Ymf40EoJ6776juQZNPoY,"All They Wanted",Panchiko,"Ferric Oxide (Demos 1997 - 2001)",127875,64,0,https://open.spotify.com/track/28Ymf40EoJ6776juQZNPoY,28Ymf40EoJ6776juQZNPoY,mixe9z16uy1hig6t9cv5e7eam,9,"2024-03-12 20:27:08"
29tvuiMPkb9q56VRoLVQKD,0.404,0.0173,9,-24.782,0,0.0388,0.973,0.00517,0.239,0.348,101.335,NULL,1,29tvuiMPkb9q56VRoLVQKD,"Black Is the Colour","Tia Blake","Folksongs & Ballads",148040,43,0,https://open.spotify.com/track/29tvuiMPkb9q56VRoLVQKD,29tvuiMPkb9q56VRoLVQKD,mixe9z16uy1hig6t9cv5e7eam,9,"2024-03-12 20:27:08"
2a2MbiJN2skOxohykOVcss,0.588,0.849,4,-5.027,0,0.0596,0.00811,0.000161,0.131,0.629,104.012,NULL,4,2a2MbiJN2skOxohykOVcss,"Solitude Is Bliss","Tame Impala",InnerSpeaker,235866,59,0,https://open.spotify.com/track/2a2MbiJN2skOxohykOVcss,2a2MbiJN2skOxohykOVcss,31uqhjwtpiiaay5ripzqwrdjw7ga,6,"2024-03-12 20:27:08"
2A8GLlJ8vGO2z0MTjau2Jw,0.595,0.547,3,-5.763,1,0.0238,0.133,0.00000202,0.101,0.353,92.8,NULL,4,2A8GLlJ8vGO2z0MTjau2Jw,"Saint Simon - 2023 Remaster","The Shins","Chutes Too Narrow (20th Anniversary Remaster)",264826,46,0,https://open.spotify.com/track/2A8GLlJ8vGO2z0MTjau2Jw,2A8GLlJ8vGO2z0MTjau2Jw,31uqhjwtpiiaay5ripzqwrdjw7ga,6,"2024-03-12 20:27:08"
2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,0.116,0.0000175,0.119,0.599,104.655,NULL,4,2aibwv5hGXSgw7Yru8IYTO,"Snow (Hey Oh)","Red Hot Chili Peppers","Stadium Arcadium",334666,81,0,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO,2aibwv5hGXSgw7Yru8IYTO,1166187914,NULL,"2024-03-12 22:07:15"
2B664ulJSVBd6B8SAY3Wux,0.598,0.924,6,-4.974,0,0.0623,0.0205,0.799,0.17,0.611,168.017,NULL,4,2B664ulJSVBd6B8SAY3Wux,"Oysters In My Pocket","Royel Otis","Oysters In My Pocket",162338,74,0,https://open.spotify.com/track/2B664ulJSVBd6B8SAY3Wux,2B664ulJSVBd6B8SAY3Wux,31uqhjwtpiiaay5ripzqwrdjw7ga,7,"2024-03-12 20:27:08"
2BLQIsohCYNDWr2eAaQM8r,0.602,0.72,9,-11.988,0,0.033,0.459,0.00288,0.283,0.709,93.057,NULL,4,2BLQIsohCYNDWr2eAaQM8r,"This Is Me","Climie Fisher",Everything,230466,29,0,https://open.spotify.com/track/2BLQIsohCYNDWr2eAaQM8r,2BLQIsohCYNDWr2eAaQM8r,1166187914,6,"2024-03-12 20:27:08"
2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,NULL,4,2Cdvbe2G4hZsnhNMKyGrie,"I Love Rock 'N Roll","Joan Jett & the Blackhearts","I Love Rock 'N' Roll (Expanded Edition)",175173,81,0,https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie,2Cdvbe2G4hZsnhNMKyGrie,1166187914,8,"2024-03-12 20:27:08"
2cFsO1qC65joLn2GzRViBI,0.349,0.0503,6,-18.668,0,0.038,0.903,0.153,0.228,0.295,107.272,NULL,3,2cFsO1qC65joLn2GzRViBI,"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5","Johannes Brahms","Brahms: Hungarian Dances",150506,52,0,https://open.spotify.com/track/2cFsO1qC65joLn2GzRViBI,2cFsO1qC65joLn2GzRViBI,1168953320,8,"2024-03-12 20:27:08"
2cQkslUQT9nyvmMNTftd4S,0.404,0.858,11,-6.641,0,0.0464,0.00348,0.037,0.111,0.248,90.91,NULL,4,2cQkslUQT9nyvmMNTftd4S,"Bloody Angel",Avatar,"Hail the Apocalypse",364640,48,0,https://open.spotify.com/track/2cQkslUQT9nyvmMNTftd4S,2cQkslUQT9nyvmMNTftd4S,31sk54n54vp7yoro5vkuuhi66gx4,7,"2024-03-12 20:27:08"
2DEEMhTiUMvkiHFdXkrKfI,0.597,0.902,7,-4.246,0,0.0355,0.0899,0,0.65,0.96,130.674,NULL,4,2DEEMhTiUMvkiHFdXkrKfI,"Church Of The Poison Mind - Remastered 2002","Culture Club","Colour By Numbers (Remastered / Expanded Edition)",212146,47,0,https://open.spotify.com/track/2DEEMhTiUMvkiHFdXkrKfI,2DEEMhTiUMvkiHFdXkrKfI,1166187914,6,"2024-03-12 20:27:08"
2DFRFqWNahKtFD112H2iEZ,0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,NULL,4,2DFRFqWNahKtFD112H2iEZ,"Do You Realize??","The Flaming Lips","Yoshimi Battles the Pink Robots",213173,64,0,https://open.spotify.com/track/2DFRFqWNahKtFD112H2iEZ,2DFRFqWNahKtFD112H2iEZ,31uqhjwtpiiaay5ripzqwrdjw7ga,6,"2024-03-12 20:27:08"
2dYJ5xfrqsVhiUoAUXYSH0,0.535,0.812,9,-7.74,0,0.0358,0.0129,0.000177,0.0928,0.493,144.989,NULL,4,2dYJ5xfrqsVhiUoAUXYSH0,"Fears Take Shape",Pleaser,"Why Aren't You Any Fun?",245896,12,0,https://open.spotify.com/track/2dYJ5xfrqsVhiUoAUXYSH0,2dYJ5xfrqsVhiUoAUXYSH0,1123823597,5,"2024-03-12 20:27:08"
2E26jtkc5BONr50yOwyupV,0.444,0.856,4,-3.662,1,0.054,0.0111,0.00031,0.357,0.388,133.988,NULL,4,2E26jtkc5BONr50yOwyupV,Traumatized,GROUPLOVE,"Big Mess",179786,30,0,https://open.spotify.com/track/2E26jtkc5BONr50yOwyupV,2E26jtkc5BONr50yOwyupV,31uqhjwtpiiaay5ripzqwrdjw7ga,6,"2024-03-12 20:27:08"
2EDKvz6Hn2zj3UDpHXhmuV,0.615,0.711,8,-7.311,1,0.0363,0.303,0.0605,0.141,0.283,161.95,NULL,4,2EDKvz6Hn2zj3UDpHXhmuV,"Sterrenlopen (met S10)",Wende,Sterrenlopen,242702,35,0,https://open.spotify.com/track/2EDKvz6Hn2zj3UDpHXhmuV,2EDKvz6Hn2zj3UDpHXhmuV,mixe9z16uy1hig6t9cv5e7eam,7,"2024-03-12 20:27:08"
2eepqn6QwHxhMPLZxgpgnP,0.597,0.842,2,-6.965,0,0.0415,0.0188,0,0.959,0.623,96.206,NULL,4,2eepqn6QwHxhMPLZxgpgnP,"Supreme - Live From Manchester","Robbie Williams","Supreme (Live)",258206,24,0,https://open.spotify.com/track/2eepqn6QwHxhMPLZxgpgnP,2eepqn6QwHxhMPLZxgpgnP,1166187914,8,"2024-03-12 20:27:08"
2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,0.0000156,0.153,0.608,116.073,NULL,4,2ekn2ttSfGqwhhate0LSR0,"New Rules","Dua Lipa","Dua Lipa (Deluxe)",209320,82,0,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2ekn2ttSfGqwhhate0LSR0,yanniquevanmegen,8,"2024-03-12 20:27:08"
2enPRFda84VE2wtI8c86Uf,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,NULL,4,2enPRFda84VE2wtI8c86Uf,"Always Forever",Cults,Static,223746,82,0,https://open.spotify.com/track/2enPRFda84VE2wtI8c86Uf,2enPRFda84VE2wtI8c86Uf,31t5phppukummusprveou63zmvmi,6,"2024-03-12 20:27:08"
2enPRFda84VE2wtI8c86Uf,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,NULL,4,2enPRFda84VE2wtI8c86Uf,"Always Forever",Cults,Static,223746,82,0,https://open.spotify.com/track/2enPRFda84VE2wtI8c86Uf,2enPRFda84VE2wtI8c86Uf,mixe9z16uy1hig6t9cv5e7eam,8,"2024-03-12 20:27:08"
2eykhwXDu6k3DqvY0LBInw,0.701,0.438,3,-9.672,1,0.423,0.856,0,0.0918,0.297,138.078,NULL,4,2eykhwXDu6k3DqvY0LBInw,Flowers,"Lauren Spencer Smith",Mirror,157863,73,1,https://open.spotify.com/track/2eykhwXDu6k3DqvY0LBInw,2eykhwXDu6k3DqvY0LBInw,31t5phppukummusprveou63zmvmi,9,"2024-03-12 20:27:08"
2F6FfZ4w8z3eJpSxPotVO5,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,NULL,4,2F6FfZ4w8z3eJpSxPotVO5,"Falling Away from Me",Korn,Issues,270920,75,1,https://open.spotify.com/track/2F6FfZ4w8z3eJpSxPotVO5,2F6FfZ4w8z3eJpSxPotVO5,31sk54n54vp7yoro5vkuuhi66gx4,NULL,"2024-03-12 20:27:08"
2fdfsGuqb6SBX5ocoBWHUd,0.488,0.84,2,-4.626,1,0.0356,0.000395,0.00000121,0.346,0.559,127.862,NULL,4,2fdfsGuqb6SBX5ocoBWHUd,"The One I Love - Remastered 2012",R.E.M.,"Document - 25th Anniversary Edition",197800,67,0,https://open.spotify.com/track/2fdfsGuqb6SBX5ocoBWHUd,2fdfsGuqb6SBX5ocoBWHUd,1166187914,6,"2024-03-12 20:27:08"
2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,NULL,4,2fuCquhmrzHpu5xcA1ci9x,"Under Pressure - Remastered 2011",Queen,"Hot Space (2011 Remaster)",248440,83,0,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,1166187914,9,"2024-03-12 20:27:08"
2gkgl3HF1Z84POB2pqLmDx,0.866,0.733,9,-11.686,0,0.244,0.485,0,0.175,0.588,100.001,NULL,4,2gkgl3HF1Z84POB2pqLmDx,Dakterras,"Swifty Official","Nou En?",239374,24,1,https://open.spotify.com/track/2gkgl3HF1Z84POB2pqLmDx,2gkgl3HF1Z84POB2pqLmDx,martijnvdw11,NULL,"2024-03-12 20:27:08"
2GokgKgBBYgKsMbkyndpvu,0.815,0.912,5,-6.728,0,0.16,0.0263,0.000133,0.129,0.894,153.989,NULL,4,2GokgKgBBYgKsMbkyndpvu,"Disco Belgica",Joost,Fryslân,153427,49,1,https://open.spotify.com/track/2GokgKgBBYgKsMbkyndpvu,2GokgKgBBYgKsMbkyndpvu,1123823597,4,"2024-03-12 20:27:08"
2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,NULL,4,2goLsvvODILDzeeiT4dAoR,Believe,Cher,Believe,239026,80,0,https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR,2goLsvvODILDzeeiT4dAoR,1166187914,9,"2024-03-12 20:27:08"
2gQsUHVFY4tpXc3AFU2mcS,0.721,0.69,11,-10.533,0,0.0339,0.189,0.00000414,0.138,0.684,132.019,NULL,4,2gQsUHVFY4tpXc3AFU2mcS,"Games People Play","The Alan Parsons Project","The Turn Of A Friendly Card (Expanded Edition)",263106,59,0,https://open.spotify.com/track/2gQsUHVFY4tpXc3AFU2mcS,2gQsUHVFY4tpXc3AFU2mcS,1166187914,6,"2024-03-12 20:27:08"
2hBn08QphNtdnhwDNtnZMg,0.427,0.973,4,-3.469,0,0.0445,0.0000266,0.02,0.26,0.317,100.979,NULL,4,2hBn08QphNtdnhwDNtnZMg,"Screaming Suicide",Metallica,"72 Seasons",330453,58,0,https://open.spotify.com/track/2hBn08QphNtdnhwDNtnZMg,2hBn08QphNtdnhwDNtnZMg,31sk54n54vp7yoro5vkuuhi66gx4,8,"2024-03-12 20:27:08"
2HEQUu0ydMFIp6JDvCHFzZ,0.616,0.684,0,-8.128,0,0.0285,0.102,0.0000522,0.144,0.505,99.24,NULL,4,2HEQUu0ydMFIp6JDvCHFzZ,"The Road To Mandalay","Robbie Williams","Sing When You're Winning",237400,52,0,https://open.spotify.com/track/2HEQUu0ydMFIp6JDvCHFzZ,2HEQUu0ydMFIp6JDvCHFzZ,1166187914,8,"2024-03-12 20:27:08"
2HgvorjycrfcCHEhVCCErk,0.323,0.273,8,-10.007,1,0.032,0.948,0.000534,0.157,0.0858,174.499,NULL,4,2HgvorjycrfcCHEhVCCErk,"Envy the Leaves","Madison Beer","Silence Between Songs",NULL,60,0,https://open.spotify.com/track/2HgvorjycrfcCHEhVCCErk,2HgvorjycrfcCHEhVCCErk,11136633984,6,"2024-03-12 20:27:08"
2HO68dkF74HHG99eOmE4cP,0.361,0.87,9,-6.031,1,0.0418,0.304,0.0119,0.111,0.446,173.24,NULL,4,2HO68dkF74HHG99eOmE4cP,"In the Darkness",Foxygen,"We Are the 21st Century Ambassadors of Peace & Magic",121013,43,0,https://open.spotify.com/track/2HO68dkF74HHG99eOmE4cP,2HO68dkF74HHG99eOmE4cP,31sk54n54vp7yoro5vkuuhi66gx4,NULL,"2024-03-12 20:27:08"
2hPGC3ZuGsJUF1ixwzNMU6,0.656,0.731,4,-5.861,1,0.0278,0.575,0.00111,0.397,0.376,94.009,NULL,4,2hPGC3ZuGsJUF1ixwzNMU6,"Good To Be","Mark Ambor","Good To Be",147166,80,0,https://open.spotify.com/track/2hPGC3ZuGsJUF1ixwzNMU6,2hPGC3ZuGsJUF1ixwzNMU6,1123823597,9,"2024-03-12 20:27:08"
2ihIWOA7TdYuD6F2saescr,0.147,0.672,4,-9.041,1,0.0732,0.592,0.0721,0.0908,0.0742,68.037,NULL,4,2ihIWOA7TdYuD6F2saescr,"Soldier, Poet, King but it's EPIC",Reinaeiry,"Soldier, Poet, King but it's EPIC",208465,43,0,https://open.spotify.com/track/2ihIWOA7TdYuD6F2saescr,2ihIWOA7TdYuD6F2saescr,31t5phppukummusprveou63zmvmi,10,"2024-03-12 20:27:08"
2iKkCFs0ORKQ3R0Pq4GpZz,0.367,0.776,2,-4.773,0,0.0491,0.000237,0.127,0.0921,0.112,122.974,NULL,4,2iKkCFs0ORKQ3R0Pq4GpZz,"Halogen (I Could Be a Shadow)","Neon Indian","Era Extraña",275880,17,0,https://open.spotify.com/track/2iKkCFs0ORKQ3R0Pq4GpZz,2iKkCFs0ORKQ3R0Pq4GpZz,31uqhjwtpiiaay5ripzqwrdjw7ga,6,"2024-03-12 20:27:08"
2IOFZdYYkFxEHVz1w34PoL,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,NULL,4,2IOFZdYYkFxEHVz1w34PoL,Cherry,"Harry Styles","Fine Line",NULL,73,0,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL,2IOFZdYYkFxEHVz1w34PoL,11136633984,6,"2024-03-12 20:27:08"
2IOFZdYYkFxEHVz1w34PoL,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,NULL,4,2IOFZdYYkFxEHVz1w34PoL,Cherry,"Harry Styles","Fine Line",NULL,73,0,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL,2IOFZdYYkFxEHVz1w34PoL,31t5phppukummusprveou63zmvmi,4,"2024-03-12 20:27:08"
2IujWWMdXhPYB2WLGtr4XN,0.493,0.995,5,-1.168,1,0.127,0.0162,0.000204,0.293,0.622,164.826,NULL,4,2IujWWMdXhPYB2WLGtr4XN,"Jouw Liefste Wens (Happy Høken)",Beatcrooks,"Jouw Liefste Wens (Happy Høken)",178540,48,0,https://open.spotify.com/track/2IujWWMdXhPYB2WLGtr4XN,2IujWWMdXhPYB2WLGtr4XN,1168953320,6,"2024-03-12 20:27:08"
2IWvs7NUJ54EeZuosgnmM9,0.748,0.736,0,-6.459,0,0.0925,0.16,0,0.282,0.689,81.495,NULL,4,2IWvs7NUJ54EeZuosgnmM9,"Keep It Movin’",Halle,"The Color Purple (Music From And Inspired By)",232840,45,0,https://open.spotify.com/track/2IWvs7NUJ54EeZuosgnmM9,2IWvs7NUJ54EeZuosgnmM9,31t5phppukummusprveou63zmvmi,3,"2024-03-12 20:27:08"
2ixCoRL71z0cmHKwZGEhYE,0.719,0.313,5,-19.185,0,0.0364,0.0861,0.00253,0.0903,0.505,121.913,NULL,4,2ixCoRL71z0cmHKwZGEhYE,Mushanga,TOTO,"The Seventh One",335066,44,0,https://open.spotify.com/track/2ixCoRL71z0cmHKwZGEhYE,2ixCoRL71z0cmHKwZGEhYE,1166187914,9,"2024-03-12 20:27:08"
2jCIZqFN87ZEp8wcLL4g9V,0.539,0.684,4,-4.485,1,0.0826,0.00199,0,0.326,0.476,150.048,NULL,4,2jCIZqFN87ZEp8wcLL4g9V,17,"Davina Michelle",17,162160,37,1,https://open.spotify.com/track/2jCIZqFN87ZEp8wcLL4g9V,2jCIZqFN87ZEp8wcLL4g9V,yanniquevanmegen,9,"2024-03-12 20:27:08"
2JvPJ8ydPuN2NhpH4oti6I,0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,NULL,4,2JvPJ8ydPuN2NhpH4oti6I,"Dance Hall Days","Wang Chung","Points On The Curve",240800,69,0,https://open.spotify.com/track/2JvPJ8ydPuN2NhpH4oti6I,2JvPJ8ydPuN2NhpH4oti6I,1166187914,6,"2024-03-12 20:27:08"
2K4Noz6eCwuLfez4OoxpMg,0.733,0.799,7,-6.124,0,0.0561,0.0152,0.65,0.115,0.198,122.988,NULL,4,2K4Noz6eCwuLfez4OoxpMg,"Send It To The moon","Ink Project","Space Pop",160836,21,0,https://open.spotify.com/track/2K4Noz6eCwuLfez4OoxpMg,2K4Noz6eCwuLfez4OoxpMg,mixe9z16uy1hig6t9cv5e7eam,8,"2024-03-12 20:27:08"
2Kqw2ECnErSCU9bxPSVgGx,0.503,0.358,7,-8.158,1,0.0537,0.401,0,0.158,0.179,105.121,NULL,4,2Kqw2ECnErSCU9bxPSVgGx,"Bigger Person","Lauren Spencer Smith",Mirror,NULL,72,0,https://open.spotify.com/track/2Kqw2ECnErSCU9bxPSVgGx,2Kqw2ECnErSCU9bxPSVgGx,11136633984,6,"2024-03-12 20:27:08"
2Kqw2ECnErSCU9bxPSVgGx,0.503,0.358,7,-8.158,1,0.0537,0.401,0,0.158,0.179,105.121,NULL,4,2Kqw2ECnErSCU9bxPSVgGx,"Bigger Person","Lauren Spencer Smith",Mirror,NULL,72,0,https://open.spotify.com/track/2Kqw2ECnErSCU9bxPSVgGx,2Kqw2ECnErSCU9bxPSVgGx,31t5phppukummusprveou63zmvmi,6,"2024-03-12 20:27:08"
2LbkpJUH052AvFcNIgjHTO,0.742,0.743,10,-6.293,0,0.0508,0.00935,0,0.22,0.485,135.012,NULL,4,2LbkpJUH052AvFcNIgjHTO,"Mony Mony - Downtown Mix / Remastered 2001","Billy Idol","Vital Idol",301800,61,0,https://open.spotify.com/track/2LbkpJUH052AvFcNIgjHTO,2LbkpJUH052AvFcNIgjHTO,1166187914,6,"2024-03-12 20:27:08"
2LdGOYuSL4YJAPdUPGdqca,0.478,0.835,11,-9.68,1,0.0394,0.349,0.89,0.124,0.105,130.047,NULL,4,2LdGOYuSL4YJAPdUPGdqca,"Wanna See U Dance",Lipsticism,"Elapsed Kiss",156000,12,0,https://open.spotify.com/track/2LdGOYuSL4YJAPdUPGdqca,2LdGOYuSL4YJAPdUPGdqca,mixe9z16uy1hig6t9cv5e7eam,9,"2024-03-12 20:27:08"
2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,NULL,4,2M9ro2krNb7nr7HSprkEgo,"Fast Car","Tracy Chapman","Tracy Chapman",296800,85,0,https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo,2M9ro2krNb7nr7HSprkEgo,1166187914,NULL,"2024-03-12 22:07:15"
2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,NULL,4,2M9ro2krNb7nr7HSprkEgo,"Fast Car","Tracy Chapman","Tracy Chapman",296800,85,0,https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo,2M9ro2krNb7nr7HSprkEgo,martijnvdw11,7,"2024-03-12 20:27:08"
2MFSdmPxQLFTDnUpMAQL40,0.451,0.482,6,-12.214,0,0.0315,0.0785,0.894,0.243,0.675,154.943,NULL,4,2MFSdmPxQLFTDnUpMAQL40,"Snowy In F# Minor",Tindersticks,Tindersticks,148093,39,0,https://open.spotify.com/track/2MFSdmPxQLFTDnUpMAQL40,2MFSdmPxQLFTDnUpMAQL40,mixe9z16uy1hig6t9cv5e7eam,NULL,"2024-03-12 20:27:08"
2MLHyLy5z5l5YRp7momlgw,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,NULL,4,2MLHyLy5z5l5YRp7momlgw,"Island In The Sun",Weezer,Weezer,200306,81,0,https://open.spotify.com/track/2MLHyLy5z5l5YRp7momlgw,2MLHyLy5z5l5YRp7momlgw,31uqhjwtpiiaay5ripzqwrdjw7ga,1,"2024-03-12 20:27:08"
2mPXB5T0hMMejHFaQdkTut,0.715,0.723,5,-7.486,1,0.0657,0.0477,0.336,0.247,0.321,116.019,NULL,4,2mPXB5T0hMMejHFaQdkTut,"Tell Me Something Happy (Before I Fall Asleep)",comforter2,"Tell Me Something Happy (Before I Fall Asleep)",334279,13,0,https://open.spotify.com/track/2mPXB5T0hMMejHFaQdkTut,2mPXB5T0hMMejHFaQdkTut,mixe9z16uy1hig6t9cv5e7eam,10,"2024-03-12 20:27:08"
2Ms33RTRCT6gArrpcrPxmo,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,NULL,4,2Ms33RTRCT6gArrpcrPxmo,Feel,"Robbie Williams",Escapology,263866,76,0,https://open.spotify.com/track/2Ms33RTRCT6gArrpcrPxmo,2Ms33RTRCT6gArrpcrPxmo,1166187914,10,"2024-03-12 20:27:08"
2mxkWAgoZBU1lRmxp8KEBt,0.496,0.0925,3,-20.209,1,0.0336,0.923,0.781,0.112,0.203,139.739,NULL,4,2mxkWAgoZBU1lRmxp8KEBt,"the first time I saw you","Cole Peers trio","the first time I saw you",175500,47,0,https://open.spotify.com/track/2mxkWAgoZBU1lRmxp8KEBt,2mxkWAgoZBU1lRmxp8KEBt,1166187914,5,"2024-03-12 20:27:08"
